110,84,-1,89.6,0,161
102,81,-0.9,89.5,0.01,181.2
95,76,-1,89.3,0,169
92,70,-0.9,88.9,0.01,176.9
84,65,-1,89.1,0,169.3
80,62,-1,89.1,0.02,157.4
73,55,-1,89.1,0,160.4
67,52,-1,88.9,0.01,174.7
60,47,-1,88.9,0.01,165.2
52,42,-1,89.3,0,163.6
44,35,-1.1,89.9,0.01,158.3
40,31,-1.2,90.1,0.01,163
32,25,-1.3,90.2,0,163.6
24,19,-1.3,90,0.01,166.1
18,17,-1.3,89.8,0.01,160.3
13,13,-1.3,90.1,0,162.9
10,11,-1.3,90.1,0.01,151.9
8,8,-1.4,90.2,0.01,155.7
5,6,-1.5,90.4,0.01,143.3
3,4,-1.5,90.9,0,172.8
2,3,-1.6,91.4,0.01,159.2
0,2,-1.7,91.8,0.01,170.6
0,1,-1.8,92.1,0,173.6
0,1,-1.8,92.1,0,174
0,1,-1.8,92.1,0,179.8
-1,0,-1.9,92.6,0.01,171.5
-1,0,-1.9,92.9,0,164.6
-1,0,-1.8,92.8,0.01,190.3
-1,0,-1.8,92.7,0,169.3
-1,0,-1.9,92.9,0,169.2
-1,0,-1.8,92.8,0,181.3
-1,0,-1.8,92.6,0.01,175.3
-1,0,-1.9,92.6,0,185
-1,0,-1.9,93,0.01,172.8
-1,0,-2,93.2,0,154.3
-1,0,-2,93.2,0,157.3
-1,0,-2,93.2,0,174.3
-1,0,-2,93.2,0.01,180
-1,0,-1.9,92.7,0,195.2
-1,0,-1.9,92.6,0,176.2
-1,0,-2,92.7,0,186.3
-1,0,-2.1,93.1,0,181.9
-1,0,-2.1,92.8,0,180.1
-1,0,-2.1,92.6,0,181.4
-1,0,-2.1,92.5,0,181.3
-1,0,-2.1,92.6,0,158.9
-1,0,-2.2,92.9,0,164.6
-1,0,-2.2,93.1,0,150.7
-1,0,-2.3,93.1,0,165.9
-1,0,-2.3,92.8,0,175.6
-1,0,-2.3,92.7,0,163.4
-1,0,-2.4,92.7,0,175.5
-1,0,-2.4,92.8,0.02,160.2
-1,0,-2.5,93.1,0,175
-1,0,-2.5,93.2,0,166.8
-1,0,-2.5,93.1,0,186.9
-1,0,-2.5,93,0,183.5
-1,0,-2.5,92.6,0,170.3
-1,0,-2.5,92.1,0,168.3
-1,0,-2.4,92,0,147.2
-1,0,-2.5,91.9,0,162.4
-1,0,-2.5,92,0.04,154.3
-1,0,-2.5,92.1,0,153.6
-1,0,-2.6,92.4,0.01,163.3
-1,0,-2.7,92.7,0,172.7
-1,0,-2.6,92.6,0.01,173.3
-1,0,-2.6,92.3,0,188.4
-1,0,-2.6,92.2,0.01,174.5
-1,0,-2.6,92.3,0.01,159.3
-1,0,-2.6,92.3,0.01,144.3
-1,0,-2.6,92.2,0,166
-1,0,-2.7,92.3,0.01,162.2
-1,0,-2.7,92.3,0,173.3
-1,0,-2.7,92.1,0.01,173.4
-1,0,-2.7,91.9,0,163.5
-1,0,-2.7,91.8,0,173.6
-1,0,-2.7,92.1,0,172.2
-1,0,-2.7,91.9,0,183.1
-1,0,-2.7,91.9,0.01,181.8
-1,0,-2.7,92,0,175.4
-1,0,-2.8,92.1,0,168.6
-1,0,-2.8,92.4,0,171.5
-1,0,-2.8,92.3,0,148.8
-1,0,-2.8,92.2,0,174.6
-1,0,-2.8,92.3,0,175.7
-1,0,-2.8,92.4,0,165.5
-1,0,-2.8,92.4,0.01,181.8
-1,0,-2.9,92.7,0,174.1
-1,0,-2.9,92.7,0,152
-1,0,-2.9,92.8,0,155.1
-1,0,-3,93,0,141.4
-1,0,-3,93.1,0,154.6
-1,0,-3,93,0,160.2
-1,0,-3,92.9,0,170.7
-1,0,-3,93.1,0,182.2
-1,0,-3.1,93.3,0,160.5
-1,0,-3.1,93.3,0,158.3
-1,0,-3.2,93.4,0,164.9
-1,0,-3.2,93.4,0,182.1
-1,0,0,91,0,205.5
-1,0,0,91.1,0,205.9
-1,0,-0.1,91.2,0,219.1
-1,0,-0.1,91.3,0,199.3
-1,0,-0.1,91.3,0,181.6
-1,0,-0.1,91.3,0,196.4
-1,0,-0.1,91.1,0,171.1
-1,0,-0.2,91.2,0,196.7
-1,0,-0.2,91.2,0,210.3
-1,0,-0.2,91.2,0,205.4
-1,0,-0.2,91.5,0.01,182.2
-1,0,-0.2,91.5,0,177.5
-1,0,-0.3,91.8,0,167.6
-1,0,-0.3,92.1,0,182
-1,0,-0.3,92.1,0,180.5
-1,0,-0.4,92.2,0,181.7
-1,0,-0.3,92.4,0,180.3
-1,0,-0.4,92.3,0,175.9
-1,0,-0.4,92.2,0,140.9
-1,0,-0.4,92.4,0,168.6
-1,0,-0.5,92.7,0,157.5
-1,0,-0.5,92.5,0,160.4
-1,0,-0.5,92.6,0,162.3
-1,0,-0.5,92.5,0,162.9
-1,0,-0.6,92.6,0,151.5
-1,0,-0.5,92.5,0.01,180.3
-1,0,-0.5,92.4,0,153.5
-1,0,-0.5,92.5,0,184.6
-1,0,-0.6,92.7,0,184.9
-1,0,-0.6,92.6,0,187.5
-1,0,-0.6,92.4,0,177.7
-1,0,-0.6,92.3,0,163.3
-1,0,-0.6,92.2,0,155.1
-1,0,-0.6,92.1,0,156.7
-1,0,-0.6,92,0,155.7
-1,0,-0.6,92,0,165.5
-1,0,-0.6,91.9,0,161.6
-1,0,-0.7,91.9,0,184.8
-1,0,-0.7,91.9,0.01,181.7
-1,0,-0.8,92.3,0,155
-1,0,-0.8,92.2,0,144.3
-1,0,-0.8,92.3,0.01,136.6
-1,0,-0.8,92.4,0,165.8
-1,0,-0.9,92.6,0.01,160.8
-1,0,-0.9,92.6,0,154.5
-1,0,-0.9,92.6,0,155
-1,0,-0.9,92.7,0,147.3
-1,0,-0.9,92.9,0,131.7
-1,0,-0.9,93,0,130
-1,0,-1,93.2,0.01,113.7
-1,0,-1,93.2,0,162.2
-1,0,-1,93.1,0,158.3
-1,0,-1.1,93.3,0.01,172.8
-1,0,-1.1,93.3,0,144.6
-1,0,-1,93.1,0,147.2
-1,0,-1,92.7,0,111.5
-1,0,-1,92.8,0,121.7
-1,0,-1.1,93,0,154.9
-1,0,-1.1,93,0,146.9
-1,0,-1.1,93,0.01,162.7
-1,0,-1.1,93,0.01,157.4
-1,0,-1.1,92.6,0,165.4
-1,0,-1.1,92.7,0,154.6
-1,0,-1.1,92.5,0.01,154
-1,0,-1.1,92.5,0.01,133.6
-1,0,-1.1,92.7,0,137.9
-1,0,-1.2,92.8,0.02,134.2
-1,0,-1.2,92.9,0,132.2
-1,0,-1.3,93.2,0.01,155.3
-1,0,-1.3,93.5,0,176.9
-1,0,-1.3,93.7,0.01,176.8
-1,0,-1.3,93.9,0,168.4
-1,0,-1.3,93.7,0.02,170.3
-1,0,-1.3,93.5,0.01,186.2
-1,0,-1.3,93.4,0.01,188.1
-1,0,-1.4,93.6,0.02,210.1
-1,0,-1.3,93.5,0,198.8
-1,0,-1.4,93.5,0.01,199.5
-1,0,-1.4,93.6,0.01,182.6
-1,0,-1.4,93.5,0,174.6
-1,0,-1.4,93.5,0.01,176.5
-1,0,-1.5,93.5,0.01,180.6
-1,0,-1.5,93.6,0,164
-1,0,-1.5,93.4,0,166.8
-1,0,-1.5,93.3,0.01,180.3
0,0,-1.4,93,0,168
0,1,-1.4,92.9,0,178.8
1,2,-1.5,93.1,0.02,191.6
2,3,-1.5,93.2,0,191.1
3,5,-1.5,93.4,0.01,200.4
6,7,-1.5,93.3,0,189.6
8,9,-1.5,93.5,0.01,190.1
12,11,-1.5,93.4,0.01,189.5
16,14,-1.5,93.1,0,179.7
22,18,-1.5,93.1,0.01,154.4
28,22,-1.4,93.2,0,165.3
35,25,-1.4,93.1,0.01,176
40,29,-1.4,93.1,0,198
46,32,-1.3,93.1,0.01,187
56,37,-1.3,93,0,188.8
65,41,-1.2,93.2,0,178.1
72,44,-1.2,93.1,0.01,155.2
78,46,-1.1,93.1,0,167.4
82,49,-1,93,0,167.5
91,50,-1,92.9,0.01,157.1
95,52,-0.9,92.6,0,169.9
103,57,-0.8,92.4,0,170.5
107,64,-0.8,92.8,0,158.3
120,66,-0.6,91.8,0.01,159.6
134,70,-0.5,91.8,0,162.5
146,75,-0.4,91.6,0,150
154,81,-0.3,91.2,0,164.2
165,87,-0.2,91.1,0,152.1
172,90,-0.1,90.8,0,154.1
183,94,0,90.4,0,131.4
197,96,0.1,90.1,0,131.3
202,99,0.3,89.8,0,131.5
208,101,0.4,89.3,0,139.3
209,104,0.5,88.9,0,136.2
213,106,0.6,88.6,0,137.6
221,111,0.7,88.1,0,149.1
234,116,0.9,87.1,0,165.3
242,123,1,87.2,0,138.6
250,127,1.1,86.6,0,149.6
252,127,1.3,86.1,0,140.2
266,130,1.3,85.6,0,141.5
267,136,1.4,85.5,0,129.8
267,137,1.5,85,0,130.2
275,141,1.6,84.6,0,132.4
283,146,1.8,84.3,0,131
308,155,1.9,84.2,0,135.2
323,155,2,83.7,0,135.4
327,156,2.1,83.3,0,146.7
328,154,2.2,82.8,0,133.1
330,155,2.4,82.4,0,133.6
330,159,2.5,82,0,132.9
337,164,2.5,82,0.01,129
335,168,2.6,81.7,0,141.5
336,171,2.7,81.7,0,140.2
322,170,2.8,81.2,0,150.1
341,177,2.8,80.9,0,138.2
359,183,3,80.6,0,139.3
355,180,3,80,0.01,139.1
373,185,3.2,79.7,0,139.3
377,179,3.3,79.4,0,141.4
391,175,3.4,79.3,0,143.3
385,175,3.5,78.9,0,142
377,172,3.6,78.6,0,152.1
370,171,3.6,78.2,0,151.9
367,166,3.7,78,0,165.9
376,158,3.8,77.4,0,151
387,156,3.9,77,0,154.3
389,160,4,77,0,156.3
387,167,4.1,76.6,0,155.8
372,168,4.1,76.1,0,168.3
346,163,4.2,75.9,0,169.7
365,164,4.3,75.8,0,171.9
359,166,4.4,75.4,0,162
363,167,4.5,74.6,0,164.5
370,168,4.5,74.4,0,162.1
372,168,4.6,74.4,0,163.3
359,168,4.7,74,0,185.7
362,168,4.7,73.5,0,162.4
360,163,4.8,73.3,0,182.1
347,157,4.9,73.2,0,164.2
347,154,4.9,73.2,0,166
343,151,5,72.9,0.01,165
339,150,5,72.7,0,160.8
335,152,5.1,72.1,0,164.3
324,151,5.1,72.1,0,170.4
315,145,5.2,72,0,169.1
283,138,5.1,72,0,173.5
272,137,5.1,72.1,0,161.9
280,144,5.1,72,0.01,162.8
283,141,5.2,72,0,162.1
266,137,5.2,72.1,0,164.1
256,137,5.1,72.6,0,166.6
258,131,5.2,72.2,0,163
262,134,5.2,71.6,0.01,155.5
290,132,5.2,71.6,0.01,158
284,121,5.3,71.9,0,167.6
260,116,5.3,71.8,0,150.9
256,112,5.2,71.7,0,149.5
251,105,5.3,71.7,0,161
229,101,5.3,71.6,0,148.5
212,95,5.2,72.4,0,157.3
190,89,5.2,72.5,0.01,158.6
181,94,5.1,72.9,0.02,173
176,95,4.9,73.4,0.03,173.4
171,91,4.9,73.9,0.01,172.1
168,83,4.9,74.4,0.02,170.1
158,79,4.9,74.5,0.01,170.7
159,79,4.9,74.4,0.02,172.4
148,78,4.9,75.3,0.01,162.2
141,79,4.9,75.4,0,166.8
134,75,4.9,75.7,0.01,153
130,71,4.8,76.3,0,153.2
128,69,4.7,76.2,0,161.9
116,67,4.7,76.8,0,162.9
107,64,4.6,76.9,0,149.5
103,61,4.6,77.1,0,163.2
94,56,4.5,77,0,150.3
82,51,4.5,77.1,0,162.6
74,44,4.4,77.2,0,158.8
68,40,4.3,77.6,0,159.7
59,35,4.2,78.4,0,151.6
53,31,4,79.1,0,150.8
46,28,3.9,79.9,0,164.1
41,27,3.8,79.9,0,138.8
34,23,3.6,80.6,0.01,147.4
26,20,3.5,81.4,0,157
20,16,3.3,82.3,0,153.5
13,12,3.2,82.7,0,165.9
8,9,3,83.3,0,166
5,7,2.9,83.8,0,165.5
3,4,2.8,84.1,0,176.6
1,3,2.7,84.6,0,165.2
0,2,2.6,84.6,0,168.2
0,1,2.6,85,0,159.9
0,1,2.5,85.5,0,147.1
-1,0,2.4,85.9,0,162.6
-1,0,2.4,85.9,0,150.3
-1,0,2.2,86.3,0,179.7
-1,0,2.2,86.7,0,142.6
-1,0,2.1,87.2,0,165.8
0,0,2,87.6,0.01,171.5
0,0,2,87.9,0,164.7
0,0,1.9,88,0,168.1
0,0,1.9,88.4,0,179.5
-1,0,1.8,88.7,0,148.6
-1,0,1.8,88.7,0,157.2
0,0,1.7,89.1,0,152.6
-1,0,1.6,89.4,0,165.7
-1,0,1.6,89.8,0.01,188.2
-1,0,1.5,90.1,0,178.7
-1,0,1.5,90.3,0,166.9
-1,0,1.4,90.4,0,192.7
-1,0,1.4,90.6,0,195.1
0,0,1.3,90.8,0,180.2
-1,0,1.4,90.5,0,168
-1,0,1.4,90.5,0,169.1
-1,0,1.3,90.6,0,183.2
-1,0,1.3,90.5,0,183.9
-1,0,1.3,90.1,0,195.6
-1,0,1.2,90.2,0,207.1
-1,0,1.2,90.1,0,181
-1,0,1.2,90.1,0,191.6
-1,0,1.1,90.4,0.01,192.4
-1,0,1.1,90.4,0,181.3
-1,0,1.1,90.5,0.01,166.5
-1,0,1.1,90.5,0.02,170.8
-1,0,1,90.7,0.01,168.9
-1,0,1,91.2,0.02,176.8
-1,0,0.9,91.5,0.02,182.9
-1,0,0.9,91.3,0.02,181.7
-1,0,0.9,91.3,0.01,165.4
-1,0,0.9,91.3,0.02,166.4
-1,0,0.9,91.3,0.01,167
-1,0,0.8,91.7,0,167.4
-1,0,0.8,91.9,0.01,181.5
-1,0,0.8,92.1,0.03,157.5
-1,0,0.7,91.8,0.01,158.8
-1,0,0.7,91.7,0.01,153.9
-1,0,0.7,91.8,0.02,150.7
-1,0,0.6,92.1,0.01,149.7
-1,0,0.6,92.2,0.02,141.8
-1,0,0.6,92.1,0.02,172.3
-1,0,0.6,92.1,0.02,173.6
-1,0,0.5,92.3,0.01,178.6
-1,0,0.5,92.2,0.04,180.6
-1,0,0.5,92,0.01,181.4
-1,0,0.4,91.9,0.01,181.3
0,0,0.4,92.2,0.02,176.3
-1,0,0.4,92.2,0.02,172.1
-1,0,0.3,92.5,0.01,170.8
-1,0,0.2,92.7,0,169.7
-1,0,0.2,92.9,0.01,182.2
-1,0,0.2,92.7,0,178.8
-1,0,0.1,92.6,0,159.8
-1,0,0.1,92.4,0,158.5
-1,0,0.2,91.7,0,157.6
-1,0,0.2,91.7,0,195.7
-1,0,0.2,91.7,0,170.6
-1,0,0.3,91.4,0,183.2
-1,0,0.3,91.2,0,182.5
-1,0,0.3,91.1,0,187.5
-1,0,0.2,91,0,202.1
-1,0,0.2,91.1,0,191.7
-1,0,0.5,72.6,0,175.6
-1,0,0.5,72.6,0,189.5
-1,0,0.5,72.4,0,194.3
-1,0,0.5,72.4,0,177.3
-1,0,0.3,73.1,0,175.3
-1,0,0.3,73.5,0,200.9
-1,0,0.2,73.8,0,201.6
-1,0,0,74.3,0,184.4
-1,0,0,74.5,0,174.1
-1,0,0,74.5,0,199.8
-1,0,0,74.4,0,196.9
-1,0,-0.2,75.1,0,169.2
-1,0,-0.2,75.1,0,189.6
-1,0,-0.2,75.4,0,193.9
-1,0,-0.2,75,0,195.8
-1,0,-0.2,74.9,0,196.8
-1,0,-0.2,74.7,0,203.6
-1,0,-0.3,74.9,0.01,191.2
-1,0,-0.4,75.4,0,187.8
-1,0,-0.5,75.8,0,206.5
-1,0,-0.5,76.3,0,183.8
-1,0,-0.5,76,0,178.5
-1,0,-0.5,76.2,0,188.1
-1,0,-0.6,76.3,0,194.5
-1,0,-0.6,76.4,0.01,198
-1,0,-0.7,76.5,0,202.3
-1,0,-0.7,76.7,0,188.1
-1,0,-0.8,77,0,191.9
-1,0,-0.9,77.1,0.01,198.9
-1,0,-0.8,77,0,220.4
-1,0,-0.9,76.9,0,237.6
-1,0,-0.9,77,0,229.6
-1,0,-1,77.2,0,224.8
-1,0,-1,77.7,0,194.6
-1,0,-1,77.9,0,196.1
-1,0,-1.1,78.2,0,218.3
-1,0,-1.1,78.3,0,215.5
-1,0,-1,78.3,0,212.4
-1,0,-1.1,78.3,0,235.1
-1,0,-1.2,79,0,226.6
-1,0,-1.3,79.2,0,186.7
-1,0,-1.3,79.4,0,184.2
-1,0,-1.3,79.4,0,208.8
-1,0,-1.4,79.3,0,202.4
-1,0,-1.4,79.3,0,202.2
-1,0,-1.5,79.7,0,215
-1,0,-1.5,79.7,0,238.5
-1,0,-1.6,79.5,0,210.7
-1,0,-1.6,79.5,0,218.3
-1,0,-1.7,79.8,0.01,219.5
-1,0,-1.8,80.3,0,212.1
-1,0,-1.8,80.6,0,206.6
-1,0,-1.8,80.6,0,209.1
-1,0,-1.9,80.8,0,219.7
-1,0,-1.9,80.6,0,198.9
-1,0,-2,80.9,0,179.1
-1,0,-2,81.4,0,177.8
-1,0,-2.1,81.5,0,187.1
-1,0,-2,81.3,0,215.1
-1,0,-2.1,81.6,0,205.9
-1,0,-2.1,81.7,0,176.9
-1,0,-2.1,81.8,0,188.2
-1,0,-2.1,81.9,0,212
-1,0,-2.2,82.2,0,206.4
-1,0,-2.3,82.6,0,158.1
-1,0,-2.3,82.9,0,150.6
-1,0,-2.2,82.6,0,149
-1,0,-2.4,83.1,0,133.6
-1,0,-2.4,83.5,0,143.7
-1,0,-2.4,83.6,0,165.2
-1,0,-2.4,83.8,0,198.9
-1,0,-2.4,84.2,0.01,187
-1,0,-2.6,84.8,0.01,174.3
-1,0,-2.6,85.3,0.02,190.7
-1,0,-2.6,85.4,0.03,200.7
0,1,-2.7,85.7,0.03,193.5
1,2,-2.7,86,0.03,226.3
2,3,-2.6,85.9,0.03,201.3
4,4,-2.7,86,0.03,203.9
6,5,-2.8,86.1,0.01,190.9
9,6,-2.7,86,0,192.3
13,8,-2.8,86,0,214.4
20,10,-2.7,86.2,0,198.6
26,11,-2.7,86.4,0,212.2
35,14,-2.6,86.2,0.01,230.3
42,15,-2.5,86,0,212.8
50,18,-2.4,86,0,202.1
59,20,-2.3,86.1,0.01,205
67,23,-2.1,85.5,0,191.7
77,27,-1.9,85.3,0,201.8
90,31,-1.8,84.8,0,200.7
105,35,-1.5,84.3,0.01,193.6
115,39,-1.4,83.7,0,194.2
125,41,-1.2,83.2,0.01,182.1
131,43,-1,82.5,0,174.7
140,46,-0.8,82,0.01,183.1
152,49,-0.6,81.2,0.01,188.2
166,54,-0.4,80.4,0.02,164.3
179,58,-0.2,79.8,0.01,185.4
185,59,-0.1,79.2,0,172.6
188,58,0,78.7,0.01,178.1
197,60,0.2,78,0,178.8
215,60,0.4,77.2,0.01,179.3
230,63,0.6,76.3,0,171.6
250,69,0.8,75,0,165.1
261,73,1,74.7,0,165.5
268,72,1.2,73.9,0.01,163.4
279,74,1.4,73.1,0,163.4
289,75,1.5,72.4,0,161.7
307,75,1.7,71.8,0.02,157
320,80,1.9,71,0.01,167.1
327,84,2,70.3,0,157.6
336,87,2.2,69.8,0,158
344,90,2.3,69.3,0.01,160.1
354,93,2.5,68.8,0,155.3
351,96,2.6,68.5,0,163.9
376,103,2.7,67.9,0.01,165.6
389,100,2.9,66.9,0,165.8
405,103,3,66.3,0.01,166.9
420,105,3.2,65.6,0,165
424,103,3.3,64.7,0,153.9
433,106,3.5,63.7,0,166.5
445,115,3.7,63,0,175
447,115,3.8,62.2,0,156.9
447,116,4,61.6,0,152.6
456,120,4.1,61,0,164.5
465,122,4.3,60.5,0,175.7
474,118,4.5,58.6,0,154.8
482,117,4.6,58.9,0,161.1
489,120,4.7,58.1,0,152.6
491,112,4.9,57.7,0,161.7
503,110,5,57.1,0,161.9
512,106,5.1,56.5,0,160.7
520,112,5.2,56.3,0,155.1
524,121,5.4,55.6,0,174.2
535,129,5.5,55,0,171.5
533,133,5.6,53.9,0,162.9
541,131,5.8,53.3,0,163.5
542,136,5.9,52.8,0,165.3
558,142,6,52.1,0,148.3
568,142,6.1,51.7,0,152.4
569,147,6.2,51.8,0.01,163.4
568,140,6.2,51.5,0,166.1
575,140,6.3,50.9,0,173.5
591,136,6.4,50.3,0,167.8
596,129,6.5,49.5,0,167
609,134,6.6,49.3,0,170.6
611,138,6.7,49.2,0,174.5
576,143,6.7,48.9,0,180
572,144,6.8,48.2,0,175.2
583,142,7,47.3,0,191.4
566,141,7,46.9,0,182.4
564,144,7,46.4,0,180.5
581,150,7.1,46.1,0,198
577,157,7.2,45.6,0,184
561,165,7.3,45.2,0,187.5
588,161,7.4,44.4,0,173.2
