month,minute,Glob irrad,Def_irrad,Temp,RH,Rain Fall,WD,WS
1,5,-1,0,-3.3,93.1,0.01,170.5,3.3
1,10,-1,0,-3.3,93.3,0,169,3.3
1,15,-1,0,-3.3,93.1,0,164.6,3.2
1,20,-1,0,-3.3,93,0,160.7,3.2
1,25,-1,0,-3.4,92.9,0,147.2,3.3
1,30,-1,0,-3.4,92.9,0,150.5,3.2
1,35,-1,0,-3.4,92.9,0,148.1,3.2
1,40,-1,0,-3.5,93,0,166.4,3.1
1,45,-1,0,-3.5,93,0,163.4,3.1
1,50,-1,0,-3.5,93.1,0,161.6,3.1
1,55,-1,0,-3.4,92.9,0.02,153.4,3.2
1,100,-1,0,-3.4,92.6,0,162.3,3.2
1,105,-1,0,-3.4,92.4,0,162.2,3.2
1,110,-1,0,-3.3,92.3,0,161.5,3.2
1,115,-1,0,-3.4,92.2,0,171.6,3.2
1,120,-1,0,-3.4,92.3,0.01,172.6,3.2
1,125,-1,0,-3.4,92.4,0.01,170.6,3.3
1,130,-1,0,-3.4,92.8,0,169,3.2
1,135,-1,0,-3.4,92.6,0.01,162.3,3.3
1,140,-1,0,-3.4,92.2,0,171.2,3.3
1,145,-1,0,-3.4,92.1,0,180.4,3.2
1,150,-1,0,-3.4,92,0.01,179.5,3.2
1,155,-1,0,-3.3,91.9,0,191.4,3.2
1,200,-1,0,-3.3,91.8,0,178.8,3.4
1,205,-1,0,-3.3,91.7,0.01,178.3,3.5
1,210,-1,0,-3.4,91.8,0,181.1,3.5
1,215,-1,0,-3.4,91.7,0,171.2,3.5
1,220,-1,0,-3.4,91.5,0.01,172.2,3.4
1,225,-1,0,-3.4,91.5,0,171.3,3.3
1,230,-1,0,-3.4,91.3,0.01,183.7,3.2
1,235,-1,0,-3.4,91.2,0.01,169,3.1
1,240,-1,0,-3.5,91.9,0,168.8,3.2
1,245,-1,0,-3.6,92.3,0.01,171.1,3.1
1,250,-1,0,-3.6,92.1,0,174.6,2.9
1,255,-1,0,-3.5,91.9,0.01,176,3
1,300,-1,0,-3.5,91.7,0.01,171.9,3
1,305,-1,0,-3.5,91.7,0.01,169.8,2.9
1,310,-1,0,-3.5,91.6,0.01,170.2,2.9
1,315,-1,0,-3.5,91.5,0.01,166.4,3
1,320,-1,0,-3.6,91.9,0.01,153.6,3.1
1,325,-1,0,-3.7,92.2,0.01,163.5,3.2
1,330,-1,0,-3.7,92.4,0,177.3,3.2
1,335,-1,0,-3.7,92.2,0,174.9,3.2
1,340,-1,0,-3.6,92,0,176.6,3.3
1,345,-1,0,-3.6,91.9,0,180.5,3.3
1,350,-1,0,-3.6,92.2,0,180.2,3.2
1,355,-1,0,-3.6,92.3,0.01,181.1,3.2
1,400,-1,0,-3.6,92.1,0.01,178.7,3.3
1,405,-1,0,-3.6,91.8,0,166.3,3.3
1,410,-1,0,-3.6,92,0,162,3.4
1,415,-1,0,-3.6,92.1,0,157.6,3.4
1,420,-1,0,-3.6,91.8,0,183.5,3.4
1,425,-1,0,-3.6,91.7,0.01,171,3.4
1,430,-1,0,-3.7,92.1,0,180.3,3.3
1,435,-1,0,-3.8,92.4,0,168.2,3.2
1,440,-1,0,-3.8,92.4,0,167.9,3.2
1,445,-1,0,-3.8,92.6,0,166.9,3.1
1,450,-1,0,-3.8,92.7,0.01,160.9,3.1
1,455,-1,0,-3.8,92.8,0,150.7,3.1
1,500,-1,0,-3.9,92.7,0,162.9,3
1,505,-1,0,-3.9,92.8,0,162.3,3
1,510,-1,0,-3.9,93,0,163.9,3
1,515,-1,0,-3.9,93.1,0.02,155.5,2.9
1,520,-1,0,-3.9,93.2,0,159.9,2.8
1,525,-1,0,-3.9,93.3,0,153.8,2.8
1,530,-1,0,-4,93.5,0,154.5,2.8
1,535,-1,0,-3.9,93.6,0,163.9,2.7
1,540,-1,0,-3.9,93.4,0.01,167.8,2.7
1,545,-1,0,-4,93.5,0,168.6,2.7
1,550,-1,0,-4,93.7,0,165.4,2.6
1,555,-1,0,-3.9,93.6,0.01,168,2.6
1,600,-1,0,-4,93.7,0,160.8,2.7
1,605,-1,0,-4,93.7,0,165.1,2.5
1,610,-1,0,-4,93.7,0,176.5,2.5
1,615,-1,0,-4,93.7,0,172.6,2.5
1,620,-1,0,-4,93.5,0.01,165,2.5
1,625,-1,0,-4.1,93.4,0,186.3,2.6
1,630,-1,0,-4.1,93.4,0,185.8,2.6
1,635,-1,0,-4.1,93.3,0,175.5,2.6
1,640,-1,0,-4.1,93.4,0,175.1,2.7
1,645,-1,0,-4,93.3,0.01,163.7,2.6
1,650,-1,0,-4,93.1,0,152.4,2.6
1,655,-1,0,-4.1,93.1,0,166.9,2.6
1,700,-1,0,-4,93.1,0,183.3,2.6
1,705,-1,0,-4.1,93.1,0.01,169.9,2.8
1,710,-1,0,-4,93.2,0,162.6,2.8
1,715,-1,0,-4.1,93.4,0,168,2.7
1,720,-1,0,-4.1,93.6,0,178,2.7
1,725,-1,0,-4.2,93.6,0.01,177.8,2.6
1,730,-1,0,-4.2,93.6,0,191.1,2.6
1,735,-1,0,-4.2,93.6,0,191,2.6
1,740,-1,0,-4.2,93.6,0,189.8,2.6
1,745,-1,1,-4.2,93.6,0,202.1,2.6
1,750,0,1,-4.2,93.4,0,190.8,2.8
1,755,0,2,-4.2,93.4,0.01,189.9,2.9
1,800,1,3,-4.1,93.6,0,178,2.8
1,805,2,4,-4.1,93.5,0,178.7,2.8
1,810,4,6,-4.1,93.4,0,177.1,2.8
1,815,7,9,-4.1,93.4,0.01,166.5,2.7
1,820,10,12,-4,93.2,0,156.7,2.8
1,825,14,16,-4,92.9,0,149.9,2.9
1,830,17,19,-4,92.7,0.01,190.8,2.9
1,835,21,23,-4,92.5,0,200.8,2.9
1,840,26,27,-3.9,92.4,0,198.8,3
1,845,30,31,-3.9,92.5,0,176.3,2.9
1,850,34,35,-3.9,92.4,0,185.4,2.9
1,855,40,41,-3.9,92.5,0.01,192.8,3
1,900,47,48,-3.9,92.4,0,182.7,2.9
1,905,52,53,-3.8,92.2,0,183.1,2.9
1,910,55,55,-3.8,91.9,0,183.4,3
1,915,59,60,-3.8,91.7,0.01,168,2.9
1,920,64,65,-3.7,91.8,0,177.8,3
1,925,67,68,-3.7,91.8,0,187.2,3.1
1,930,71,72,-3.7,91.8,0,184.3,3.1
1,935,77,76,-3.6,92,0,176,3.1
1,940,84,82,-3.6,92.1,0,165.5,3.1
1,945,88,85,-3.6,92.1,0,167.1,3.3
1,950,94,89,-3.5,91.9,0.01,158.2,3.3
1,955,104,94,-3.5,91.7,0,173.4,3.2
1,1000,112,99,-3.4,91.6,0,172.5,3.2
1,1005,126,108,-3.4,91.4,0,174,3.2
1,1010,133,112,-3.3,91.3,0,172.3,3.2
1,1015,134,113,-3.3,91.4,0,175.3,3.3
1,1020,143,120,-3.2,91.5,0,172.6,3.2
1,1025,146,124,-3.2,91.4,0,175.4,3.2
1,1030,149,126,-3.1,91.5,0,166.6,3.2
1,1035,159,133,-3.1,91.3,0,171.2,3.1
1,1040,164,137,-3,91.2,0,161.5,3.1
1,1045,173,141,-3,91.5,0,163.6,3.2
1,1050,177,140,-3,91.6,0,173.9,3.1
1,1055,190,147,-2.9,91.7,0,176.9,3.1
1,1100,200,153,-2.8,91.6,0,152.2,3
1,1105,204,153,-2.7,91.5,0,159.9,3.2
1,1110,214,150,-2.6,91.3,0,146.2,3.3
1,1115,219,149,-2.6,91.1,0.01,171.2,3.4
1,1120,231,154,-2.6,90.8,0,169.3,3.3
1,1125,225,152,-2.5,90.8,0,181.5,3.4
1,1130,226,153,-2.4,90.5,0,180,3.3
1,1135,232,156,-2.4,90.4,0,187.2,3.3
1,1140,226,155,-2.3,90.2,0.01,174,3.3
1,1145,229,158,-2.3,90.2,0,175.1,3.3
1,1150,225,158,-2.3,90.3,0,143.4,3.2
1,1155,233,165,-2.2,90.3,0.01,152.6,3
1,1200,255,170,-2,89.7,0,179.2,3.2
1,1205,243,173,-1.9,89.5,0,158.4,3.2
1,1210,240,177,-1.9,89.7,0,192.1,3.4
1,1215,247,175,-1.9,90.2,0.01,194.4,3.4
1,1220,269,177,-1.8,90.2,0,182,3.4
1,1225,270,170,-1.8,90.2,0,177.5,3.5
1,1230,277,175,-1.7,90.2,0.01,171.7,3.6
1,1235,260,176,-1.7,90.1,0,171,3.5
1,1240,255,169,-1.7,90.2,0,194.2,3.7
1,1245,245,173,-1.6,90.1,0,161.7,3.5
1,1250,247,174,-1.6,90.1,0,160.5,3.6
1,1255,249,179,-1.6,90.2,0,170.3,3.5
1,1300,268,189,-1.6,90.4,0.01,165.8,3.5
1,1305,274,197,-1.5,90.5,0,174.8,3.6
1,1310,274,194,-1.4,90.3,0.01,178.3,3.6
1,1315,263,193,-1.4,90.2,0,177.7,3.6
1,1320,266,189,-1.4,90.2,0.01,175.4,3.6
1,1325,268,186,-1.3,90.3,0,176.7,3.4
1,1330,261,188,-1.3,90.2,0,170.4,3.4
1,1335,255,187,-1.2,90.2,0,159.7,3.4
1,1340,231,172,-1.2,90.1,0,159.4,3.7
1,1345,225,169,-1.2,90,0,157.9,3.6
1,1350,227,174,-1.2,89.9,0,159.9,3.6
1,1355,226,164,-1.2,90.1,0.01,167.9,3.5
1,1400,217,160,-1.2,89.9,0.01,153.5,3.5
1,1405,216,157,-1.1,89.9,0.01,145.5,3.6
1,1410,215,155,-1.1,89.9,0.01,146,3.6
1,1415,215,150,-1.1,90.1,0.01,155.5,3.5
1,1420,207,147,-1.1,90.2,0,155.9,3.5
1,1425,204,142,-1.1,90,0.01,159.8,3.4
1,1430,187,138,-1.1,90.1,0,161.2,3.5
1,1435,187,133,-1.1,90.1,0.01,161.5,3.6
1,1440,178,127,-1.1,90.1,0,163.2,3.5
1,1445,169,128,-1,89.9,0,150.8,3.7
1,1450,161,126,-1,89.9,0,162.7,3.7
1,1455,158,128,-1,89.8,0,171.1,3.6
1,1500,163,128,-1,89.9,0.01,158.5,3.5
1,1505,153,119,-1,89.7,0.01,161.9,3.4
1,1510,155,119,-0.9,89.6,0,173.6,3.5
1,1515,150,114,-0.9,89.7,0,168.2,3.4
1,1520,146,111,-0.9,89.8,0.01,142.1,3.4
1,1525,139,110,-1,89.9,0,163.6,3.3
1,1530,130,98,-1,89.8,0,166.9,3.3
1,1535,126,92,-1,89.7,0.02,157.2,3.3
1,1540,122,89,-0.9,89.6,0,180.1,3.2
1,1545,118,87,-1,89.8,0,169.7,3.2
1,1550,110,84,-1,89.6,0,161,3.2
1,1555,102,81,-0.9,89.5,0.01,181.2,3.3
1,1600,95,76,-1,89.3,0,169,3.2
1,1605,92,70,-0.9,88.9,0.01,176.9,3.2
1,1610,84,65,-1,89.1,0,169.3,3.2
1,1615,80,62,-1,89.1,0.02,157.4,3.1
1,1620,73,55,-1,89.1,0,160.4,3.1
1,1625,67,52,-1,88.9,0.01,174.7,3.2
1,1630,60,47,-1,88.9,0.01,165.2,3.1
1,1635,52,42,-1,89.3,0,163.6,3
1,1640,44,35,-1.1,89.9,0.01,158.3,3.1
1,1645,40,31,-1.2,90.1,0.01,163,3.1
1,1650,32,25,-1.3,90.2,0,163.6,3.1
1,1655,24,19,-1.3,90,0.01,166.1,3
1,1700,18,17,-1.3,89.8,0.01,160.3,3
1,1705,13,13,-1.3,90.1,0,162.9,3.1
1,1710,10,11,-1.3,90.1,0.01,151.9,3
1,1715,8,8,-1.4,90.2,0.01,155.7,2.9
1,1720,5,6,-1.5,90.4,0.01,143.3,3
1,1725,3,4,-1.5,90.9,0,172.8,2.8
1,1730,2,3,-1.6,91.4,0.01,159.2,2.8
1,1735,0,2,-1.7,91.8,0.01,170.6,2.8
1,1740,0,1,-1.8,92.1,0,173.6,2.7
1,1745,0,1,-1.8,92.1,0,174,2.7
1,1750,0,1,-1.8,92.1,0,179.8,2.7
1,1755,-1,0,-1.9,92.6,0.01,171.5,2.7
1,1800,-1,0,-1.9,92.9,0,164.6,2.8
1,1805,-1,0,-1.8,92.8,0.01,190.3,2.9
1,1810,-1,0,-1.8,92.7,0,169.3,3
1,1815,-1,0,-1.9,92.9,0,169.2,3.1
1,1820,-1,0,-1.8,92.8,0,181.3,3.1
1,1825,-1,0,-1.8,92.6,0.01,175.3,3.2
1,1830,-1,0,-1.9,92.6,0,185,3.2
1,1835,-1,0,-1.9,93,0.01,172.8,3.1
1,1840,-1,0,-2,93.2,0,154.3,3.1
1,1845,-1,0,-2,93.2,0,157.3,3.2
1,1850,-1,0,-2,93.2,0,174.3,3.2
1,1855,-1,0,-2,93.2,0.01,180,3.1
1,1900,-1,0,-1.9,92.7,0,195.2,3
1,1905,-1,0,-1.9,92.6,0,176.2,3
1,1910,-1,0,-2,92.7,0,186.3,2.9
1,1915,-1,0,-2.1,93.1,0,181.9,3
1,1920,-1,0,-2.1,92.8,0,180.1,3
1,1925,-1,0,-2.1,92.6,0,181.4,3.1
1,1930,-1,0,-2.1,92.5,0,181.3,3.2
1,1935,-1,0,-2.1,92.6,0,158.9,3.3
1,1940,-1,0,-2.2,92.9,0,164.6,3.1
1,1945,-1,0,-2.2,93.1,0,150.7,3
1,1950,-1,0,-2.3,93.1,0,165.9,3
1,1955,-1,0,-2.3,92.8,0,175.6,3
1,2000,-1,0,-2.3,92.7,0,163.4,3
1,2005,-1,0,-2.4,92.7,0,175.5,2.9
1,2010,-1,0,-2.4,92.8,0.02,160.2,3
1,2015,-1,0,-2.5,93.1,0,175,3
1,2020,-1,0,-2.5,93.2,0,166.8,3.1
1,2025,-1,0,-2.5,93.1,0,186.9,3
1,2030,-1,0,-2.5,93,0,183.5,3.1
1,2035,-1,0,-2.5,92.6,0,170.3,3.1
1,2040,-1,0,-2.5,92.1,0,168.3,3.2
1,2045,-1,0,-2.4,92,0,147.2,3.2
1,2050,-1,0,-2.5,91.9,0,162.4,3.2
1,2055,-1,0,-2.5,92,0.04,154.3,3.1
1,2100,-1,0,-2.5,92.1,0,153.6,3.1
1,2105,-1,0,-2.6,92.4,0.01,163.3,3.2
1,2110,-1,0,-2.7,92.7,0,172.7,3.2
1,2115,-1,0,-2.6,92.6,0.01,173.3,3.1
1,2120,-1,0,-2.6,92.3,0,188.4,3.1
1,2125,-1,0,-2.6,92.2,0.01,174.5,3
1,2130,-1,0,-2.6,92.3,0.01,159.3,3.1
1,2135,-1,0,-2.6,92.3,0.01,144.3,3
1,2140,-1,0,-2.6,92.2,0,166,3.1
1,2145,-1,0,-2.7,92.3,0.01,162.2,3.2
1,2150,-1,0,-2.7,92.3,0,173.3,3.1
1,2155,-1,0,-2.7,92.1,0.01,173.4,3.2
1,2200,-1,0,-2.7,91.9,0,163.5,3.2
1,2205,-1,0,-2.7,91.8,0,173.6,3.1
1,2210,-1,0,-2.7,92.1,0,172.2,3.2
1,2215,-1,0,-2.7,91.9,0,183.1,3.3
1,2220,-1,0,-2.7,91.9,0.01,181.8,3.3
1,2225,-1,0,-2.7,92,0,175.4,3.3
1,2230,-1,0,-2.8,92.1,0,168.6,3.2
1,2235,-1,0,-2.8,92.4,0,171.5,3.2
1,2240,-1,0,-2.8,92.3,0,148.8,3.3
1,2245,-1,0,-2.8,92.2,0,174.6,3.2
1,2250,-1,0,-2.8,92.3,0,175.7,3.1
1,2255,-1,0,-2.8,92.4,0,165.5,3.2
1,2300,-1,0,-2.8,92.4,0.01,181.8,3.3
1,2305,-1,0,-2.9,92.7,0,174.1,3.2
1,2310,-1,0,-2.9,92.7,0,152,3.2
1,2315,-1,0,-2.9,92.8,0,155.1,3.3
1,2320,-1,0,-3,93,0,141.4,3.3
1,2325,-1,0,-3,93.1,0,154.6,3.4
1,2330,-1,0,-3,93,0,160.2,3.3
1,2335,-1,0,-3,92.9,0,170.7,3.3
1,2340,-1,0,-3,93.1,0,182.2,3.3
1,2345,-1,0,-3.1,93.3,0,160.5,3.3
1,2350,-1,0,-3.1,93.3,0,158.3,3.2
1,2355,-1,0,-3.2,93.4,0,164.9,3.2
1,2400,-1,0,-3.2,93.4,0,182.1,3.2
2,5,-1,0,0,91,0,205.5,2.5
2,10,-1,0,0,91.1,0,205.9,2.5
2,15,-1,0,-0.1,91.2,0,219.1,2.5
2,20,-1,0,-0.1,91.3,0,199.3,2.5
2,25,-1,0,-0.1,91.3,0,181.6,2.6
2,30,-1,0,-0.1,91.3,0,196.4,2.5
2,35,-1,0,-0.1,91.1,0,171.1,2.6
2,40,-1,0,-0.2,91.2,0,196.7,2.6
2,45,-1,0,-0.2,91.2,0,210.3,2.6
2,50,-1,0,-0.2,91.2,0,205.4,2.7
2,55,-1,0,-0.2,91.5,0.01,182.2,2.9
2,100,-1,0,-0.2,91.5,0,177.5,2.9
2,105,-1,0,-0.3,91.8,0,167.6,3
2,110,-1,0,-0.3,92.1,0,182,3
2,115,-1,0,-0.3,92.1,0,180.5,2.8
2,120,-1,0,-0.4,92.2,0,181.7,2.8
2,125,-1,0,-0.3,92.4,0,180.3,2.8
2,130,-1,0,-0.4,92.3,0,175.9,2.8
2,135,-1,0,-0.4,92.2,0,140.9,2.8
2,140,-1,0,-0.4,92.4,0,168.6,2.7
2,145,-1,0,-0.5,92.7,0,157.5,2.8
2,150,-1,0,-0.5,92.5,0,160.4,2.8
2,155,-1,0,-0.5,92.6,0,162.3,2.7
2,200,-1,0,-0.5,92.5,0,162.9,2.7
2,205,-1,0,-0.6,92.6,0,151.5,2.6
2,210,-1,0,-0.5,92.5,0.01,180.3,2.6
2,215,-1,0,-0.5,92.4,0,153.5,2.8
2,220,-1,0,-0.5,92.5,0,184.6,2.7
2,225,-1,0,-0.6,92.7,0,184.9,2.7
2,230,-1,0,-0.6,92.6,0,187.5,2.7
2,235,-1,0,-0.6,92.4,0,177.7,2.8
2,240,-1,0,-0.6,92.3,0,163.3,2.8
2,245,-1,0,-0.6,92.2,0,155.1,2.8
2,250,-1,0,-0.6,92.1,0,156.7,2.7
2,255,-1,0,-0.6,92,0,155.7,2.6
2,300,-1,0,-0.6,92,0,165.5,2.6
2,305,-1,0,-0.6,91.9,0,161.6,2.6
2,310,-1,0,-0.7,91.9,0,184.8,2.8
2,315,-1,0,-0.7,91.9,0.01,181.7,2.8
2,320,-1,0,-0.8,92.3,0,155,2.7
2,325,-1,0,-0.8,92.2,0,144.3,2.6
2,330,-1,0,-0.8,92.3,0.01,136.6,2.6
2,335,-1,0,-0.8,92.4,0,165.8,2.5
2,340,-1,0,-0.9,92.6,0.01,160.8,2.6
2,345,-1,0,-0.9,92.6,0,154.5,2.6
2,350,-1,0,-0.9,92.6,0,155,2.4
2,355,-1,0,-0.9,92.7,0,147.3,2.4
2,400,-1,0,-0.9,92.9,0,131.7,2.4
2,405,-1,0,-0.9,93,0,130,2.3
2,410,-1,0,-1,93.2,0.01,113.7,2.4
2,415,-1,0,-1,93.2,0,162.2,2.4
2,420,-1,0,-1,93.1,0,158.3,2.4
2,425,-1,0,-1.1,93.3,0.01,172.8,2.3
2,430,-1,0,-1.1,93.3,0,144.6,2.3
2,435,-1,0,-1,93.1,0,147.2,2.4
2,440,-1,0,-1,92.7,0,111.5,2.6
2,445,-1,0,-1,92.8,0,121.7,2.6
2,450,-1,0,-1.1,93,0,154.9,2.4
2,455,-1,0,-1.1,93,0,146.9,2.5
2,500,-1,0,-1.1,93,0.01,162.7,2.5
2,505,-1,0,-1.1,93,0.01,157.4,2.6
2,510,-1,0,-1.1,92.6,0,165.4,2.6
2,515,-1,0,-1.1,92.7,0,154.6,2.6
2,520,-1,0,-1.1,92.5,0.01,154,2.6
2,525,-1,0,-1.1,92.5,0.01,133.6,2.5
2,530,-1,0,-1.1,92.7,0,137.9,2.4
2,535,-1,0,-1.2,92.8,0.02,134.2,2.3
2,540,-1,0,-1.2,92.9,0,132.2,2.3
2,545,-1,0,-1.3,93.2,0.01,155.3,2.3
2,550,-1,0,-1.3,93.5,0,176.9,2.4
2,555,-1,0,-1.3,93.7,0.01,176.8,2.4
2,600,-1,0,-1.3,93.9,0,168.4,2.4
2,605,-1,0,-1.3,93.7,0.02,170.3,2.4
2,610,-1,0,-1.3,93.5,0.01,186.2,2.4
2,615,-1,0,-1.3,93.4,0.01,188.1,2.4
2,620,-1,0,-1.4,93.6,0.02,210.1,2.4
2,625,-1,0,-1.3,93.5,0,198.8,2.3
2,630,-1,0,-1.4,93.5,0.01,199.5,2.3
2,635,-1,0,-1.4,93.6,0.01,182.6,2.2
2,640,-1,0,-1.4,93.5,0,174.6,2.3
2,645,-1,0,-1.4,93.5,0.01,176.5,2.2
2,650,-1,0,-1.5,93.5,0.01,180.6,2.3
2,655,-1,0,-1.5,93.6,0,164,2.4
2,700,-1,0,-1.5,93.4,0,166.8,2.4
2,705,-1,0,-1.5,93.3,0.01,180.3,2.5
2,710,0,0,-1.4,93,0,168,2.6
2,715,0,1,-1.4,92.9,0,178.8,2.6
2,720,1,2,-1.5,93.1,0.02,191.6,2.5
2,725,2,3,-1.5,93.2,0,191.1,2.5
2,730,3,5,-1.5,93.4,0.01,200.4,2.6
2,735,6,7,-1.5,93.3,0,189.6,2.6
2,740,8,9,-1.5,93.5,0.01,190.1,2.7
2,745,12,11,-1.5,93.4,0.01,189.5,2.6
2,750,16,14,-1.5,93.1,0,179.7,2.6
2,755,22,18,-1.5,93.1,0.01,154.4,2.5
2,800,28,22,-1.4,93.2,0,165.3,2.5
2,805,35,25,-1.4,93.1,0.01,176,2.7
2,810,40,29,-1.4,93.1,0,198,2.7
2,815,46,32,-1.3,93.1,0.01,187,2.7
2,820,56,37,-1.3,93,0,188.8,2.8
2,825,65,41,-1.2,93.2,0,178.1,2.8
2,830,72,44,-1.2,93.1,0.01,155.2,2.9
2,835,78,46,-1.1,93.1,0,167.4,2.9
2,840,82,49,-1,93,0,167.5,2.8
2,845,91,50,-1,92.9,0.01,157.1,3
2,850,95,52,-0.9,92.6,0,169.9,3.1
2,855,103,57,-0.8,92.4,0,170.5,3.1
2,900,107,64,-0.8,92.8,0,158.3,3
2,905,120,66,-0.6,91.8,0.01,159.6,3.2
2,910,134,70,-0.5,91.8,0,162.5,3.1
2,915,146,75,-0.4,91.6,0,150,3.1
2,920,154,81,-0.3,91.2,0,164.2,3.1
2,925,165,87,-0.2,91.1,0,152.1,3.2
2,930,172,90,-0.1,90.8,0,154.1,3.4
2,935,183,94,0,90.4,0,131.4,3.4
2,940,197,96,0.1,90.1,0,131.3,3.4
2,945,202,99,0.3,89.8,0,131.5,3.4
2,950,208,101,0.4,89.3,0,139.3,3.3
2,955,209,104,0.5,88.9,0,136.2,3.5
2,1000,213,106,0.6,88.6,0,137.6,3.4
2,1005,221,111,0.7,88.1,0,149.1,3.3
2,1010,234,116,0.9,87.1,0,165.3,3.4
2,1015,242,123,1,87.2,0,138.6,3.4
2,1020,250,127,1.1,86.6,0,149.6,3.6
2,1025,252,127,1.3,86.1,0,140.2,3.6
2,1030,266,130,1.3,85.6,0,141.5,3.6
2,1035,267,136,1.4,85.5,0,129.8,3.6
2,1040,267,137,1.5,85,0,130.2,3.7
2,1045,275,141,1.6,84.6,0,132.4,3.6
2,1050,283,146,1.8,84.3,0,131,3.5
2,1055,308,155,1.9,84.2,0,135.2,3.6
2,1100,323,155,2,83.7,0,135.4,3.7
2,1105,327,156,2.1,83.3,0,146.7,3.8
2,1110,328,154,2.2,82.8,0,133.1,3.8
2,1115,330,155,2.4,82.4,0,133.6,3.7
2,1120,330,159,2.5,82,0,132.9,3.6
2,1125,337,164,2.5,82,0.01,129,3.7
2,1130,335,168,2.6,81.7,0,141.5,3.9
2,1135,336,171,2.7,81.7,0,140.2,3.9
2,1140,322,170,2.8,81.2,0,150.1,3.8
2,1145,341,177,2.8,80.9,0,138.2,4
2,1150,359,183,3,80.6,0,139.3,3.9
2,1155,355,180,3,80,0.01,139.1,3.9
2,1200,373,185,3.2,79.7,0,139.3,3.9
2,1205,377,179,3.3,79.4,0,141.4,3.9
2,1210,391,175,3.4,79.3,0,143.3,3.9
2,1215,385,175,3.5,78.9,0,142,3.9
2,1220,377,172,3.6,78.6,0,152.1,4
2,1225,370,171,3.6,78.2,0,151.9,3.9
2,1230,367,166,3.7,78,0,165.9,4
2,1235,376,158,3.8,77.4,0,151,4.1
2,1240,387,156,3.9,77,0,154.3,4.1
2,1245,389,160,4,77,0,156.3,3.9
2,1250,387,167,4.1,76.6,0,155.8,4.1
2,1255,372,168,4.1,76.1,0,168.3,4.1
2,1300,346,163,4.2,75.9,0,169.7,4.1
2,1305,365,164,4.3,75.8,0,171.9,4.1
2,1310,359,166,4.4,75.4,0,162,4
2,1315,363,167,4.5,74.6,0,164.5,4.1
2,1320,370,168,4.5,74.4,0,162.1,4.2
2,1325,372,168,4.6,74.4,0,163.3,4.1
2,1330,359,168,4.7,74,0,185.7,4
2,1335,362,168,4.7,73.5,0,162.4,4.1
2,1340,360,163,4.8,73.3,0,182.1,4.1
2,1345,347,157,4.9,73.2,0,164.2,4
2,1350,347,154,4.9,73.2,0,166,4
2,1355,343,151,5,72.9,0.01,165,3.9
2,1400,339,150,5,72.7,0,160.8,3.9
2,1405,335,152,5.1,72.1,0,164.3,4.1
2,1410,324,151,5.1,72.1,0,170.4,4
2,1415,315,145,5.2,72,0,169.1,3.9
2,1420,283,138,5.1,72,0,173.5,3.8
2,1425,272,137,5.1,72.1,0,161.9,3.8
2,1430,280,144,5.1,72,0.01,162.8,3.8
2,1435,283,141,5.2,72,0,162.1,3.9
2,1440,266,137,5.2,72.1,0,164.1,3.9
2,1445,256,137,5.1,72.6,0,166.6,3.8
2,1450,258,131,5.2,72.2,0,163,3.9
2,1455,262,134,5.2,71.6,0.01,155.5,3.8
2,1500,290,132,5.2,71.6,0.01,158,3.8
2,1505,284,121,5.3,71.9,0,167.6,3.8
2,1510,260,116,5.3,71.8,0,150.9,3.7
2,1515,256,112,5.2,71.7,0,149.5,3.9
2,1520,251,105,5.3,71.7,0,161,4
2,1525,229,101,5.3,71.6,0,148.5,4
2,1530,212,95,5.2,72.4,0,157.3,3.9
2,1535,190,89,5.2,72.5,0.01,158.6,4
2,1540,181,94,5.1,72.9,0.02,173,3.9
2,1545,176,95,4.9,73.4,0.03,173.4,3.8
2,1550,171,91,4.9,73.9,0.01,172.1,3.8
2,1555,168,83,4.9,74.4,0.02,170.1,3.8
2,1600,158,79,4.9,74.5,0.01,170.7,3.8
2,1605,159,79,4.9,74.4,0.02,172.4,3.7
2,1610,148,78,4.9,75.3,0.01,162.2,3.8
2,1615,141,79,4.9,75.4,0,166.8,3.6
2,1620,134,75,4.9,75.7,0.01,153,3.4
2,1625,130,71,4.8,76.3,0,153.2,3.3
2,1630,128,69,4.7,76.2,0,161.9,3.5
2,1635,116,67,4.7,76.8,0,162.9,3.4
2,1640,107,64,4.6,76.9,0,149.5,3.3
2,1645,103,61,4.6,77.1,0,163.2,3.3
2,1650,94,56,4.5,77,0,150.3,3.3
2,1655,82,51,4.5,77.1,0,162.6,3.3
2,1700,74,44,4.4,77.2,0,158.8,3.2
2,1705,68,40,4.3,77.6,0,159.7,3.2
2,1710,59,35,4.2,78.4,0,151.6,3.1
2,1715,53,31,4,79.1,0,150.8,3.1
2,1720,46,28,3.9,79.9,0,164.1,3.1
2,1725,41,27,3.8,79.9,0,138.8,3
2,1730,34,23,3.6,80.6,0.01,147.4,3
2,1735,26,20,3.5,81.4,0,157,2.9
2,1740,20,16,3.3,82.3,0,153.5,2.9
2,1745,13,12,3.2,82.7,0,165.9,2.8
2,1750,8,9,3,83.3,0,166,2.8
2,1755,5,7,2.9,83.8,0,165.5,2.8
2,1800,3,4,2.8,84.1,0,176.6,2.8
2,1805,1,3,2.7,84.6,0,165.2,2.7
2,1810,0,2,2.6,84.6,0,168.2,2.6
2,1815,0,1,2.6,85,0,159.9,2.6
